sku;name;tags;images;description;categories;originalCategory;weight;length;width;height;brand;type;published;Visibility in catalog;is_featured
ICR05UF;URBAN 5 IN 1 CONNECTION KIT;;https://www.micropointsa.co.za/assets/images/products/midrand/original/icr05uf.jpg;"<p><strong>URBAN 5 IN 1 CONNECTION KIT - ICR05UF</strong></p><p>5 in 1 Connection Kit for iPad with 30pin Connector (Generation 1 to 3)</p><p>Card Reader &amp; HDMI Import your pictures and Videos from your Camera&nbsp;</p><p>Or Memory Card to your iPad 1, 2, 3 thanks to the USB Port</p><p>Watch your Videos and diaporama in HD quality from your iPad to your TV set</p><p>Transfer your Multimedia files from your iPad to your Computer</p><p>Or from your Computer to the iPad very easily</p><p>Sync and Charge</p>";Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
MOUNT;UNIVERSAL MOUNT BRACKET;;https://www.micropointsa.co.za/assets/images/products/midrand/original/mount-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/mount-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/mount.jpg;"<p><strong>UNIVERSAL MOUNT BRACKET - MOUNT</strong></p><p><strong>Product Dimension:</strong> Depth Adjustment 1.6cm/063 in to 7.0cm/2.8in</p><p><strong>Minimum Width:&nbsp;</strong>1.6cm/063 in</p><p><strong>Maximum Width</strong>: 7.0cm/2.8in</p><p><strong>Pen Holder</strong></p><p><strong>Vesa Mount Screws Set</strong></p><p><strong>Under Desk Screws Set</strong></p><p><strong>Wall Mount Screws Set</strong></p><p><strong>Attach To Monitor Arm Screws Set</strong></p><p><strong>Universal Accessory Set</strong></p><p><strong>Up To 12ibs</strong></p><p><strong>Compatible With</strong></p><p><strong>NUC</strong></p><p><strong>Mini PC Gaming</strong></p><p><strong>Mac Mini</strong></p><p><strong>Thin Clients</strong></p><p><strong>Cable Box</strong></p><p><strong>Wifi Router</strong></p><p><strong>Mini PCs Desktop</strong></p><p><strong>Small CPUs</strong></p><p><strong>Chromebox</strong></p><p><strong>USB 3.0 Docking Stations</strong></p><p><strong>USB HUBS</strong></p><p><strong>PS4</strong></p><p><strong><br></strong></p><p><strong><br></strong></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
MST01;MONITOR STAND WITH 4 USB;;https://www.micropointsa.co.za/assets/images/products/midrand/original/mst01.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/mst01-3.jpg;"<p><strong>SPACE BAR MONITOR STAND - MST01</strong></p><p><strong>Features:<br></strong></p><p>To increase the computer monitor height</p><p>With 4-port USB, it could charge phone, pad etc at 4A Electric current</p><p>To hide the keyboard under the table, save space</p><p><strong>Specification:</strong></p><p>Input: AC100-240V 50/60Hz</p><p>Output: DC 5.2V 4.2A (total)</p><p>Port: USB x 4</p><p><strong>Compatible with:</strong></p><p><strong>iMac, iPad /2 / /3 /4 / Air,iPhone4, /4S, iPhone5/ 5S</strong></p><p><strong>iPhone6/6S/ plus/ iPhone7/ iPhone7 Plus, iPod touch, iPod nano</strong></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
NP103;103 ULTRA SMART WATCH;;https://www.micropointsa.co.za/assets/images/products/midrand/original/np103.jpg;"<p><strong>103 ULTRA SMART WATCH&nbsp;</strong>- <strong>NP103</strong></p><p><strong>Nesty Ultra Smart Sports Watch&nbsp;</strong></p><p><strong>Model: NP-103</strong></p><p><strong>Display: 2.01</strong></p><p><strong>240 x 296</strong></p><p><strong>Battery Capacity</strong>: 220mAh</p><p><strong>BT Version</strong>: V5.3</p><p><strong>Charging</strong>: Wireless Charger</p><p>Metal Body</p><p>Multiple Sports Modes</p><p>Heart Rate Monitoring</p><p>Blood Pressure</p><p>Blood Oxygen</p><p>Calories</p><p>Alarm Clock</p><p>Telecontrol Photograph</p><p>Make A Phone Call</p><p>Message Receiving</p><p>Wireless Charing</p><p><strong>IP67 Water Resistance</strong></p><p><strong>Color: Black</strong></p><p><strong>Package</strong></p><p><strong>Smart Watch</strong></p><p><strong>Wireless Charger</strong></p><p><strong>1 Strap</strong></p><p><strong>User Manual</strong></p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
NP103P;ULTRA SMART SPORTS WATCH PINK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/np103p.jpg;"<p><strong>ULTRA SMART SPORTS WATCH PINK - NP103P</strong></p><p><strong>Nesty Ultra Smart Sports Watch&nbsp;</strong></p><p><strong>Model: NP-103</strong></p><p><strong>Display: 2.01</strong></p><p><strong>240 x 296</strong></p><p><strong>Battery Capacity</strong>: 220mAh</p><p><strong>BT Version</strong>: V5.3</p><p><strong>Charging</strong>: Wireless Charger</p><p>Metal Body</p><p>Multiple Sports Modes</p><p>Heart Rate Monitoring</p><p>Blood Pressure</p><p>Blood Oxygen</p><p>Calories</p><p>Alarm Clock</p><p>Telecontrol Photograph</p><p>Make A Phone Call</p><p>Message Receiving</p><p>Wireless Charing</p><p><strong>IP67 Water Resistance</strong></p><p><strong>Color: Pink</strong></p><p><strong>Package</strong></p><p><strong>Smart Watch</strong></p><p><strong>Wireless Charger</strong></p><p><strong>1 Strap</strong></p><p><strong>User Manual</strong></p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
NP103S;ULTRA SMART SPORTS WATCH SILVER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/np103s.jpg;"<p><strong>ULTRA SMART SPORTS WATCH SILVER - NP103S</strong></p><p><strong>Nesty Ultra Smart Sports Watch&nbsp;</strong></p><p><strong>Model: NP-103</strong></p><p><strong>Display: 2.01</strong></p><p><strong>240 x 296</strong></p><p><strong>Battery Capacity</strong>: 220mAh</p><p><strong>BT Version</strong>: V5.3</p><p><strong>Charging</strong>: Wireless Charger</p><p>Metal Body</p><p>Multiple Sports Modes</p><p>Heart Rate Monitoring</p><p>Blood Pressure</p><p>Blood Oxygen</p><p>Calories</p><p>Alarm Clock</p><p>Telecontrol Photograph</p><p>Make A Phone Call</p><p>Message Receiving</p><p>Wireless Charing</p><p><strong>IP67 Water Resistance</strong></p><p><strong>Color: Silver</strong></p><p><strong>Package</strong></p><p><strong>Smart Watch</strong></p><p><strong>Wireless Charger</strong></p><p><strong>1 Strap</strong></p><p><strong>User Manual</strong></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
NP104;104 ULTRA SMART WATCH;;https://www.micropointsa.co.za/assets/images/products/midrand/original/np104-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/np104.jpg;"<p><strong>104 ULTRA SMART WATCH - NP104</strong></p><p><strong>Nesty Ultra Smart Sports Watch&nbsp;</strong></p><p><strong>Model: NP-104</strong></p><p><strong>Display: 2.01</strong></p><p><strong>240 x 296</strong></p><p><strong>Battery Capacit</strong><strong>y: 300mAh</strong></p><p><strong>BT Version</strong>: V5.3</p><p><strong>Charging</strong>: Wireless Charger</p><p>Metal Body</p><p>Multiple Sports Modes</p><p>Heart Rate Monitoring</p><p>Blood Pressure</p><p>Blood Oxygen</p><p>Calories</p><p>Alarm Clock</p><p>Telecontrol Photograph</p><p>Make A Phone Call</p><p>Message Receiving</p><p>Wireless Charing</p><p><strong>IP67 Water Resistance</strong></p><p><strong>Color: Orange</strong></p><p><strong>Package</strong></p><p><strong>Smart Watch</strong></p><p><strong>Wireless Charger</strong></p><p><strong>1 Strap</strong></p><p><strong>User Manual</strong></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
NT07WH51-32C2;NETAC M.2 NVME/SATA EXT ENCLOSURE;;https://www.micropointsa.co.za/assets/images/products/midrand/original/nt07wh51-32c2-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/nt07wh51-32c2-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/nt07wh51-32c2.jpg;"<p><strong>NETAC M.2 NVME/SATA EXTERNAL ENCLOSURE - NT07WH51-32C2</strong></p><p><strong>Netac WH51 Aluminum Cabinet Enclosure for M.2 NVMe/SATA</strong></p><p><strong>USB 3.1 Gen2 Interface, USB A+C Cable - C</strong></p><p><strong>Supports Dual M.2 NVMe and SATA Protocol</strong></p><p><strong>Compatible with SSD 2230/2242/2260/2280</strong></p><p>Aluminum Alloy Shell, sturdy and shockproof, wear and scratch resistant, fast heat dissipation</p><p>Support M-Key/B&amp;M-Key Interface, tool-free design, easy Installation, plug and play</p><p><strong>USB A+C to C Cable, Length 50 cm</strong></p><p><strong>Technical Details</strong></p><p><strong>Memory Storage Capacity: 2 TB</strong></p><p><strong>Compatible Devices:</strong> Laptop</p><p><strong>Hard Disk Form Factor</strong>: 2.5 Inches</p><p><strong>Max Number Of Supported Devices</strong>: 1</p><p><strong>Data Transfer Rate</strong>: ?550 Megabits Per Second</p><p><strong>Product Dimensions:</strong> ?5 x 1.4 x 12.5 cm; 50 g</p><p><strong>Item Model Number: ?NT07WH51-32C2</strong></p><p><strong>Series: WH51</strong></p><p><strong>Operating System</strong>: Windows/MAC OS/Linux</p><p><strong>Item Weight</strong>: 50 g</p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;NETAC;simple;1;visible;0
P170S;SELFIE STICK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/p170s.jpg;"<p><strong>SELFIE STICK - P170S</strong></p><p><strong>Portable Selfie Stick &amp; Tripod For Selfie, Video and Vlogging-P170S</strong></p><p>Self-Stick uses Wireless to take Photos instead of Connecting</p><p>Self-Sick is Compatible with Android 4.4 and above, iOS 5.0 and above</p><p><strong>Key Features</strong></p><p>Extendable Arm for Wide-Angle shots (up to [insert max length])</p><p><strong>360 deg  Rotatable Phone Holder for Versatile Angles</strong></p><p>Built-In Bluetooth Remote for Hands-Free Control</p><p>Tripod Functionality with Foldable Legs for stability</p><p>Lightweight and Compact for Portability</p><p>Durable build with wide Device Compatibility</p><p><strong>Specification</strong></p><p><strong>Material: Aluminum Alloy + ABS</strong></p><p><strong>Wireless Remote:&nbsp;</strong>Yes</p><p><strong>Mount Holder:&nbsp;</strong>65-1700mm</p><p><strong>Folded Length:&nbsp;</strong>310mm</p><p><strong>Extended Length:&nbsp;</strong>1700mm</p><p><strong>Battery:&nbsp;</strong>CR1632</p><p><strong>Compatible with iOS &amp; Android</strong></p><p><strong>Dimension:&nbsp;</strong>333 x 42 x 56mm</p><p><strong>Weight:&nbsp;</strong>270g</p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
RARP-18;PU LEATHER CREDIT CARD PHONE HOLDER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/rarp-18.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rarp-18-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rarp-18-4.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rarp-18-5.jpg;<p><strong>PU LEATHER CREDIT CARD PHONE HOLDER - RARP-18</strong></p><p><strong>SPECIFICATIONS:</strong></p><p><strong>Color</strong>: Black</p><p><strong>Product Size</strong>:65*100 mm</p><p><strong>Material</strong>:PU Leather</p><p><strong>Product Weight</strong>: 30 G/pc</p><p><br></p>;Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
RING_LIGHT;"18"" RING LIGHT WITH 3 HOLDER";;https://www.micropointsa.co.za/assets/images/products/midrand/original/ring_light.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ring_light-2.jpg;"<p><strong>18"" RING LIGHT WITH 3 HOLDER - RING_LIGHT</strong></p><p><strong>The Neepho NP-18 Ring Light Is A Versatile 18-inch</strong></p><p><strong>Lighting Solution perfect for Photography, Videography, and Content Creation</strong></p><p><strong>Key Features</strong></p><p><strong>Blogger Set</strong></p><p><strong>Parameters</strong></p><p><strong>360 Degree Pan Tilt, Free Adjustment Of Light Compensation Angle</strong></p><p>To meet all kinds of Light Compensation needs</p><p>Soft Light, eye protection, no stroboscopic and glare, no dry eyes</p><p>And astringent eyes in long term live Broadcast</p><p>Bright Muscle Light, arbitrary Adjustment</p><p>To meet all the needs of Light Supplement</p><p><strong>Fill Light Lamp Holder</strong></p><p><strong>Phone Holder</strong></p><p><strong>Remote Control</strong></p><p><strong>Power Line</strong></p><p><strong>Input Voltage</strong>: AC100-245V</p><p><strong>Cooler Temperature</strong>: 3000K-6500K</p><p><strong>Adjustable Brightness And Color Temperature</strong></p><p>Customize the Lighting to your needs with Adjustable brightness levels and color Temperature Settings</p><p>Allowing you to achieve the desired Lighting effect for different environments</p><p><strong>Soft Light Technology</strong></p><p>The Ring Light produces soft, even illumination, reducing harsh shadows</p><p>And providing a flattering Light source for portraits and close-up shots</p><p><strong>Portable Design</strong></p><p>Lightweight and easy to carry, making it convenient for on-the-go Content Creation</p><p><strong>USB Powered</strong></p><p>Powered via USB, allowing for Flexible Power options without the need for wall outlets</p><p><strong>Applications</strong></p><p><strong>Photography:</strong> Ideal for Portrait Sessions, Product Photography, and Studio Shoots</p><p><strong>Videography:</strong> Perfect for Video Recording, Live Streaming, and Content Creation</p><p><strong>Makeup and Beauty:</strong> Provides soft, even Lighting for makeup Application and beauty Tutorials</p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
RL02;TRIPLE LIFT ADJUSTABLE ALU LAPTOP STAND;;https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-6.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-8.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-2.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-7.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-5.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-4.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02-3.png,https://www.micropointsa.co.za/assets/images/products/midrand/original/rl02.png;"<p class=""MsoNormal""><strong><span style=""font-size: 18px;"">TRIPLE LIFT ADJUSTABLE ALU LAPTOP STAND - RL02</span></strong></p><p class=""MsoNormal""><span style=""font-size: 18px;""><strong>Specifications:</strong></span></p><p class=""MsoNormal""><span style=""font-size: 18px;""><strong>Color:</strong> Gray</span></p><p class=""MsoNormal""><span style=""font-size: 18px;""><strong>Material:&nbsp;</strong>Aluminium Alloy</span></p><p class=""MsoNormal""><span style=""font-size: 18px;""><strong>Product Size:&nbsp;</strong>210*198 MM</span></p><p class=""MsoNormal""><span style=""font-size: 18px;""><strong>Single Product Weight:&nbsp;</strong>740g</span></p><div><br></div>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
TC-307;TC-307 USB3.0+TYPE-C ALL IN ONE READER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/tc-307.jpg;"<p><strong>TC-307 USB3.0+TYPE-C ALL IN ONE READER -&nbsp;</strong><strong>TC-307</strong></p><p>TC-307 USB3.0 CARD READER</p><p><strong>Brand Name</strong>: IETOP</p><p><strong>Type:</strong> CF Card, XD Card, MS Card,M2 Card, MicroSD Card, SD Card</p><p><strong>Card Slots</strong>: 6 slot</p><p><strong>Support Card:&nbsp;</strong>SD/SDHC/SDXC / miniSD / miniSDHC/ TransFlash / microSD/ microSDHC / microSDXC</p><p>MMC/RS-MMC/MMC micro/ MS/MS PRO (HighSpeed) / MS Duo/MS PRO Duo (HighSpeed</p><p>MARK2)/MS PRO-HG Duo/MS ROM/PSP(R) /MS micro/XD/CF</p><p><strong>Model Number</strong>: TC-307</p><p><strong>Materia</strong>l: ABS</p><p><strong>Interface</strong>: USB3.0 Type-C and Type-A</p><p><strong>Color:&nbsp;</strong>Black/White</p><p><strong>Support OS</strong>: Windows 10, 8.1, 8, 7(SP1),Vista(SP2), XP(SP3) / macOS Catalina(10.15)</p><p><strong>Speed:</strong> USB3.0 5Gbps / USB2.0 480Mbps</p><p><br></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
TOOL6;362 PCS DIY COMPUTER TOOLKIT;;https://www.micropointsa.co.za/assets/images/products/midrand/original/tool6-4.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/tool6-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/tool6.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/tool6-3.jpg;<p><strong>362 PCS DIY COMPUTER TOOLKIT - TOOL6</strong></p><p>Set of 362 DIY Computer Screw Toolbox</p><p><strong>What Is Included:</strong></p><p>Black cable tie 2 x 100 x 30PCS</p><p>Black cleaning brush x 1PC</p><p>Screwdriver x 1PC</p><p>Black Zink plated KB5 x 10 x 30PCS</p><p>Nickel plated PWM3 x 4 x 50PCS</p><p>Iron nickel plated flange screws M3.5 x 6 x 30PCS</p><p>Nickel plated thumb screws M3.5 x 8PCS</p><p>Male-Female standoffs M3.6+6 x 24PCS</p><p>Nickel plated KB5 x 10 x 30PCS</p><p>Nickel plated PWM3 x 5 x 50PCS</p><p>Cross head bolt M3.5 x 5 x 50PCS</p><p>Black thumb screwM3.5 x 5 x 8PCS</p><p>Red paper washer M3 x 8 x1 x 50PCS</p>;Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
