sku;name;tags;images;description;categories;originalCategory;weight;length;width;height;brand;type;published;Visibility in catalog;is_featured
BRACKET8;"3.5"" BRACKET FOR LENOVO";;https://www.micropointsa.co.za/assets/images/products/midrand/original/bracket8.jpg;"<p><strong>MICROWORLD 3.5"" BRACKET FOR LENOVO - BRACKET8</strong></p><p>DB25 To FC-26P Ribbon Cable D-Sub 25Pin Female Connector to 26pin IDC Flat Cable Computer Chassis Board Printer Cable</p><p><strong>Feature of DB25 to IDC 26pin Header Slot Plate LPT Cable</strong></p><p>Parallel Port Cable DB-25 Female to 26 Pin IDC Socket with Bracket</p><p>DB25 Connector also fits directly into the DB25 Slot of most Cases</p><p>Add 1 Motherboard Cable Adapter DB-25 Female to 26 Pin Port to your Computer</p><p>Ideal for Converting a Parallel IDC Header on your Motherboard to a Parallel Port on the back of your Computer</p><p>Gives flexibility to quickly and easily manage your Interface needs</p><p><strong>Application of DB25 Pin to IDC 26p Socket Motherboard Bracket Cable</strong></p><p>This DB25 to IDC26 Panel Slot Parallel LPT Cable is can be used to add a DB25 Parallel Port to the Rear Panel of a Low Profile</p><p>Or Small Form Factor Computer, which Connects to an IDC26 Header Connector on the Motherboard</p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
C3-08;USB3.0 ALL IN ONE READER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/c3-08-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/c3-08.jpg;"<p><strong>USB3.0 ALL IN ONE READER - C3-08&nbsp;</strong></p><p>C3-08 USB3.0 CARD READER</p><p><strong>Brand Name</strong>: IETOP</p><p><strong>Type:</strong> CF Card, XD Card, MS Card, M2 Card, MicroSD Card, SD Card</p><p><strong>Card Slots</strong>: 6 slot</p><p><strong>Support Card</strong>: SD / SDHC/ SDXC/ miniSD/ miniSDHC / TransFlash / microSD / microSDHC /microSDXC</p><p>MMC / RS-MMC / MMC micro/ MS/MS PRO(HighSpeed)/MS Duo/MS PRO Duo(HighSpeed</p><p>MARK2)/MS PRO-HG Duo/MS ROM/PSP(R) /MS micro/XD/CF</p><p><strong>Model Number</strong>: C3-08</p><p><strong>Material:</strong> ABS</p><p><strong>Interface:</strong> USB3.0 Type- A</p><p><strong>Color:</strong> Black/ Silver</p><p><strong>Support OS:</strong> Windows 10, 8.1, 8, 7(SP1), Vista(SP2), XP(SP3)/macOS Catalina(10.15)</p><p><strong>Speed:&nbsp;</strong>USB3.0 5Gbps / USB2.0 480Mbps</p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
CABTIE;NYLON CABLE TIE 100PCS/BAG;;https://www.micropointsa.co.za/assets/images/products/midrand/original/cabtie.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/cabtie-2.jpg;<p><strong>NYLON CABLE TIE 100PCS/BAG - CABTIE</strong></p><p><strong>Material:</strong> Nylon</p><p><strong>Structure:</strong> Self-locking head</p><p><strong>Color:</strong> Black</p><p><strong>Working temperature:</strong> Applied from -40C to 85C</p><p>Length:4.8 x 200MM</p><p><strong>Feature:</strong> Flame-retardant(94V-2). heat-resistant</p><p><strong>Usage:</strong> First, the Cable is Bundled in the Nylon Cable Tie</p><p><strong>Application:</strong> Used to Bundle Cables, Wires, Conducts</p><p>Plants or other things in the Industry of Electrical</p><p><strong>Package</strong>:100PCS/BAG</p><p><br></p>;Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
CBB21UF;CABLE APPLE MINI DISPLAY WITH AUDIO HDMI;;https://www.micropointsa.co.za/assets/images/products/midrand/original/cbb21uf.jpg;"<p><strong>CABLE APPLE MINI DISPLAY WITH AUDIO HDMI - CBB21UF</strong></p><p>Mini DisplayPort + USB Audio to HDMI Adapter</p><p>Works by integrating mini DisplayPort</p><p>Video Source and USB Audio source of the</p><p>&nbsp;MacBook into HDMI Output Powered form Mini DP and USB Port</p>";Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
CBB31UF;CABLE-APPLE MINI DISPLAY- AUDIO -HDMITOS;;https://www.micropointsa.co.za/assets/images/products/midrand/original/cbb31uf.jpg;"<p><strong>ABLE-APPLE MINI DISPLAY- AUDIO HDMITOS - &nbsp;CBB31UF</strong></p><p>Mini DisplayPort + Toslink Audio to HDMI Adapter</p><p>Works by integrating mini DP</p><p>Video source and digital audio source of the</p><p>MacBook into HDMI output Powered from Mini DP and USB port</p>";Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
CBL04UF;IPAD/IPHONE/IPAD SYNC+CHARGE CABLE PINK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/cbl04uf.jpg;;Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
CBL22UF;IPAD/IPHONE/IPOD CABLE FOR VIDEO/AUDIO;;https://www.micropointsa.co.za/assets/images/products/midrand/original/cbl22uf.jpg;<strong>Product attributes and Features</strong>  <span>This product is compatable up to IPAD Version 3, not for lightning devices</span>;Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
DC-2081-D;ATOMISER PYRAMID DARK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/dc-2081-d-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dc-2081-d.jpg;"<p><strong>ATOMISER PYRAMID DARK - DC-2081-D</strong></p><p><strong>Tank Capacity</strong><strong>:</strong>500ml</p><p><strong>Voltage</strong><strong>:DC24V/0.65A</strong></p><p><strong>Material</strong>: &nbsp;PP+ABS</p><p><strong>Product Size</strong><strong>:</strong>Ø135mm x 105mm</p><p><strong>Unit G.w/N.w</strong><strong>:</strong>675g &nbsp;/420g</p><p><strong>Power</strong><strong>:14W</strong></p><p><strong>Working Time</strong><strong>:</strong>10-13h</p><p><strong>Humidification</strong><strong>:45-60ml/hr</strong></p><p><strong>Working Area</strong><strong>:</strong>15-60m2</p><p><strong>Noise</strong><strong>:&nbsp;</strong>35dB</p><p><strong>Timer</strong><strong>:</strong>1H/2H/3H/ON</p><p><strong>DIM Of Outer Package</strong><strong>: 54 x 36 x 48.5cm</strong></p><p><strong>G.w/N.w:&nbsp;</strong>20kg /18.5kg</p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
DDG-1;ANTI-STATIC CLEANING GLOVES;;https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-5.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-12.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-4.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-6.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-7.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-8.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-9.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-10.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/ddg-1-11.jpg;"<p><strong>ANTI-STATIC CLEANING GLOVES -DDG-1</strong></p><p>Anti-slip, prevent hands perspiration. Good elasticity. Completely fit hands shape</p><p>Anti-Static, prevent dusts absorb during &nbsp;Shooting or Cleaning</p><p>Comfortable and suitable for long term work</p><p>Seamlessly knitted of long Fiber Stretch Nylon</p><p>Finger Parts were coated by Polyurethane</p><p>Anti-Static Cleaning Gloves (White) x 1pair</p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Consumables;ANCILLARY ITEMS > CONSUMABLES;;;;;VSGO;simple;1;visible;0
DISDUMMY;DISPLAY PORT DUMMY PLUG;;https://www.micropointsa.co.za/assets/images/products/midrand/original/disdummy.jpg;"<p><strong>DISPLAY PORT DUMMY PLUG - DISDUMMY</strong></p><p><strong>Display Recommends 1920 x 1080 @60Hz by default</strong></p><p><strong>Up to 4K Resolution can be simulated, namely 3840 x 2160 Resolution</strong></p><p><strong>The Main Function of this Product is to a Display, and its Main uses are:&nbsp;</strong></p><p>When Remotely Controlling the Computer</p><p>The Screen Resolution can be set very High, not the Lowest Resolution black Screen state</p><p>When in use, let the Graphics Card work normally, and the heat dissipation is normal</p><p>The Low-Cost solution replaces the Monitor and can be used as a test Graphics Card and various related Applications</p><p>Small size ,Low Power Consumption, no heat</p><p>Support Plug and Play, hot swap</p><p>No need to Drive</p><p><strong>Support All Color: Grey&nbsp;</strong></p><p><strong>Material:&nbsp;</strong>Metal</p><p><strong>Package Contents: 1 x DisplayPort Dummy Plug</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
DKL-15G;OPTICAL CLEANING KIT TRAVEL;;https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-4.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-8.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-7.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-6.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/dkl-15g-5.jpg;"<p><strong>OPTICAL CLEANING KIT TRAVEL</strong><strong>-</strong> <strong>DKL-15G</strong></p><p><strong>1.</strong><strong>Small And Portable</strong><strong>:&nbsp;</strong>Design for outdoor shooting</p><p>Complete cleaning tools, comprehensive care for your Camera</p><p><strong>2</strong><strong>. Mini Air Blower</strong><strong>&nbsp;:&nbsp;</strong>Designed especially for removing the dust particles on the surface of the Lens</p><p>&nbsp;Hot shoe and Zoom Ring</p><p><strong>3.&nbsp;</strong><strong>Wet Wipes</strong><strong>:&nbsp;</strong>Apply to clean the Camera Screens, Cell Phone Screens, Glasses, Telescopes, and other Optical Lens</p><p><strong>4.&nbsp;</strong><strong>Cleaning Cloth:</strong> Designed for cleaning up the body of Camera and the Lens</p><p>Using with Lens cleaner can get better cleaning effect</p><p><strong>5</strong><strong>. Portable Bucket</strong><strong>:&nbsp;</strong>Convenient to Store cleaning tools and carry out</p><p><strong>Colour:&nbsp;</strong>Grey</p><p>Mini Air Blower Black x 1pc</p><p>Professional Lens Pen x 1pc</p><p><strong>Lens Cleaning Cloth:</strong> 15cm x 15cm x 5pcs</p><p>Suede Cloth 11.5 x 15cm x 1pc</p><p>Lens Cleaner 30ml x 1pc</p><p>Wet Wipes x 10pcs</p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Consumables;ANCILLARY ITEMS > CONSUMABLES;;;;;VSGO;simple;1;visible;0
E-DL05;DL05 SMART FINGERPRINT DOOR LOCK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/e-dl05-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/e-dl05.jpg;"<p><strong>DL05 SMART FINGERPRINT DOOR LOCK - E-DL05</strong></p><p><strong>EZVIZ DL05 Smart Fingerprint Door Lock</strong></p><p><strong>CS-DL05</strong></p><p><strong>Smart Fingerprint Lock</strong></p><p><strong>Enjoy Easy Keyless Entry Of A Safe Home</strong></p><p>The DL05 Sticks to the core values of a truly Smart Lock</p><p>Easy to Unlock, smart in controls, and safe by Design</p><p>Connected via Bluetooth or Wi-Fi, it Boasts flexible Unlocking methods</p><p>And Connects you to your Home wherever you are via the EZVIZ App</p><p>Under a Modern and Sleek Appearance</p><p>Its sturdy Lock body and Multiple Safety Features help guard your entrance properly</p><p><strong>Home Access At Your Fingertips</strong></p><p>Now you dont have to be anxious about losing your Key or forgetting Long Codes</p><p>Simply grab the handle to naturally place your fingertips on the Scanner, then youre in</p><p><strong>Auto-Locks &nbsp;After 5 Successive Failed Attempts In 5 Minutes</strong></p><p><strong>Unlock As You Prefer, For Ones You Trust</strong></p><p><strong>Swipe Open Or Tap In Permanent / Temporary Passwords</strong></p><p><strong>Stay Notified, Feel Securer</strong></p><p>Get the Message Notifications via the EZVIZ App</p><p>Whenever and wherever.</p><p>You receive Push Notifications when your door is opened or when the Locks Battery is low</p><p>You will also be alerted when there are suspicious activities of removing your Lock or forced entry</p><p><strong>Interconnected Control Starts At Your Front Door</strong></p><p>Explore DL05s Smart potentials by Connecting it to a collection of EZVIZ Smart Home Products</p><p>With the help of an interlinked EZVIZ Indoor PT camera</p><p>You know not only when the door gets opened, but also who enters with an Auto-Recorded Video</p><p><strong>Double-Layered Security, Extra Peace Of Mind</strong></p><p>The DL05 Auto-Locks behind you whenever you close the Door</p><p>And it allows you to activate the Child Lock to prevent your energetic children</p><p>Or pets from accidentally opening the Door from the inside</p><p>You can also enable its privacy mode if you dont want to be disturbed</p><p>Then only the Administrator can open the Door from the Outside</p><p>And the Locks Alarm Sounds will be muted</p><p><strong>Plenty Of Power For A Busy Household</strong></p><p>The DL05 offers a Long Standby Time -up to 365 Days</p><p>And its easy to change the Batteries when needed</p><p>You can Switch between the Wi-Fi Mode</p><p>And the Bluetooth Mode via the EZVIZ App to make better use of the Battery</p><p><br></p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;EZVIZ;simple;1;visible;0
ET-EH83;CAR HOLDER -VENT (MAGNETIC);;https://www.micropointsa.co.za/assets/images/products/midrand/original/et-eh83.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/et-eh83-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/et-eh83-3.jpg;"<p><strong>CAR HOLDER -VENT (MAGNETIC) - ET-EH83</strong></p><p><strong>Earldom Magnetic Air Vent Mount for Cars</strong></p><p>360 Degree Universal Rotation for safe driving</p><p>Widely Suitable for 4.0-6.0Inch Mobile phones</p><p>Powerful Magnetic Force Clamps it tightly; even on bumpy roads</p><p>450 rub</p><p>Magnetic grating holder EarlDom ET-EH83, black</p><p>Holder type Magnetic, Into the grid</p><p>Color black</p><p>Weight 100g</p><p>Brand EarlDom</p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
ET-W18;USB-C 6 IN 1 DOC;;https://www.micropointsa.co.za/assets/images/products/midrand/original/et-w18.jpg;"<p><strong>USB-C 6 IN 1 DOC - ET-W18</strong></p><p><strong>6 In 1 4K HD USB-C Multi-function Adapter</strong></p><p><strong>Features:</strong><strong><br></strong></p><p>Is an adapter from USB TypeC 6in1 port on a laptop, PC, or smartphone</p><p>That supports USB TypeC 3.0 port to HDMI port and current communication standard ports such as USB 3.0, filter SD and TF card</p><p>The product supports 3 USB 3.0 ports, 1 HDMI port, and supports 2 TF</p><p>SD card filters that allow high-speed data transmission up to 5Gbps and multi-function connectivity via USB TypeC</p><p>The product is designed for the job to help you transfer images from Laptop,</p><p>PC to projector with 4k resolution (3840 x 2160), or transfer data from USB to Laptop, PC or smartphone and lots of other features</p><p>Made of high-quality Aluminium material and powder coated with a compact design that is easy to carry&nbsp;</p><p>When you go on business trips and travel in the city</p><p><strong>Specifications:</strong></p><p>Material: Aluminium Alloy</p><p>Communication: USB 3.0</p><p>Built-in 1 HDMI output port up to 4K quality</p><p>With 3 USB 3.0 ports up to 5Gbps</p><p><strong>Connectors:</strong></p><p>1 x USB-C</p><p>3 x USB 3.0</p><p>1 x SD Card</p><p>1 x TF Card</p><p><strong>What's in the box</strong></p><p>1 x 6 In 1 4K HD USB-C Multi-function Adapter-ET-W18</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
FITPRO;AIRFIT PRO WATCH;;https://www.micropointsa.co.za/assets/images/products/midrand/original/fitpro-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/fitpro.jpg;"<p><strong>AIRFIT PRO WATCH - FITPRO</strong></p><p><strong>S9 ProMax Watch</strong></p><p><strong>Big 2.1 Infinite Display</strong></p><p><strong>Smart Watch 9 Space Aluminum Case&nbsp;</strong></p><p><strong>S9 Pro Max Watch 9 Smart Watch 45MM</strong></p><p><strong>2.1Inch HD Screen Bluetooth Call Watch&nbsp;</strong></p><p><strong>Series 8 Wireless Charging Smart Watch</strong></p><p><strong>Watch Details &amp; Specifications</strong></p><p>New Latest Model Series 8 Variant</p><p><strong>Water Resistant</strong></p><p><strong>IPS Full HD Touch Screen</strong></p><p><strong>Easy Bluetooth Connection</strong></p><p><strong>Android &amp; iOS Connectivity Android 5.0 +, IOS 9.0 +</strong></p><p><strong>Battery Capacity</strong>: 280 MAh</p><p><strong>Battery Timing Connection:</strong> 1 Week Battery Backup on Standby</p><p>Call Receiving Option</p><p>Call Dialing Option</p><p>Mobile Contact Synchronization</p><p>WhatsApp &amp; Text Messaging Notification</p><p>Music Controlling Option</p><p>5+ Display Wallpaper</p><p>Customized Wallpaper Option</p><p>6 Different Menu Style</p><p>Alloy Matt Finish Body</p><p>Scratch less Glass Dial</p><p><strong>Dial Size:</strong> (42/44/45 mm)</p><p><strong>Resolution:</strong> 280 x 280</p><p><strong>Charging Cable</strong></p><p>All Fitness Activity Monetization&nbsp;</p><p>Heart Rate Monitor Sleep Monitor, Stopwatch</p><p>Blood Pressure Monitor, Mobile</p><p>Camera Monitor</p><p>Alarm Clock, Calendar</p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
GL-2020-D;ATOMISER - TULIP DARK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/gl-2020-d.jpg;"<p><strong>ATOMISER - TULIP DARK - GL-2020-D</strong></p><p><strong>Product Size</strong><strong>:</strong>167 x 230mm</p><p><strong>Working Way:&nbsp;</strong>Adaptor</p><p><strong>Voltage</strong><strong>: AC100-240V,50/60HZ; DC 24V/0.65A</strong></p><p><strong>Power: 12W</strong></p><p><strong>Humidification:&nbsp;</strong>30ml/h</p><p><strong>Material</strong><strong>:&nbsp;</strong>PP/ABS/PC</p><p><strong>Tank Capacity: 400ml</strong></p><p><strong>Unit G.w/N.w:&nbsp;</strong>520g/325g</p><p><strong>Working Area:&nbsp;</strong>20-30m2</p><p><strong>170 x 170 x 40mm</strong></p><p><strong>DIM Of Outer Package</strong><strong>:</strong>54 x 36 x 50cm</p><p><strong>G.w/N.w/Ctn</strong><strong>:</strong>9.2kg/8.2kg</p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
HDMDUMMY;HDMI DUMMY PLUGS;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hdmdummy.jpg;"<p><strong>HDMI DUMMY PLUGS - HDMDUMMY</strong></p><p><strong>Compatible devices:</strong> PC</p><p><strong>Specific uses for product:</strong> Monitor</p><p><strong>Connector type:</strong>HDMI</p><p><strong>Colour:</strong> gold</p><p><strong>Item dimensions L x W x H:</strong>25 x 19 x 8 millimetres</p><p><strong>Brand &nbsp; &nbsp;:</strong>BUYMINERS.CA</p><p><strong>Finish type: HDMI</strong></p><p><strong>Item weight</strong>:0.2 Ounces</p><p><strong>Number of ports:</strong>1</p><p><strong>Item package quantity:</strong>1</p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
HG15A;POE INJECTOR 15W;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hg15a-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hg15a-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hg15a.jpg;"<p><strong>POE INJECTOR 15W - HG15A</strong></p><p><strong>Hi-HG15A</strong></p><p>1*POE power supply port</p><p>1*1000Mbps uplink port</p><p>The POE output power is15W</p><p>Product description</p><p>HG15A is a standard Gigabit Ethernet PoE adapter,</p><p>which provides 1 Gigabit PoE port and 1 Gigabit uplink port,</p><p>supports 1/2+, 3/6- 52V POE power supply mode,</p><p>and is suitable for the equipment that supports 1/2+,</p><p>3/6- power supply mode at the receiving end.</p><p>The product is mainly used for POE network power supply,</p><p>suitable for security monitoring, wireless coverage,</p><p>bridge relay and other application scenarios.</p><p>Product Parameter</p><p><strong>Port</strong>&nbsp; &nbsp; &nbsp;&nbsp;</p><p>1*AC220V power input port</p><p>1*POE output port</p><p>1*LINK network input port</p><p><strong>PoE port output power</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p>15.4W</p><p><strong>PoE transmission line core</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>1/2+3/6-</p><p><strong>Whole power &nbsp; &nbsp;</strong></p><p>15.4W</p><p><strong>POE power transmission distance</strong></p><p>100M</p><p><strong>Network Media</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>10/100/1000BASE-TX: category 5 or above unshielded twisted pair</p><p><strong>Network signal distance</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p>100M</p><p><strong>Forwarding Rate</strong></p><p>10BASE-T:14880PPS/port</p><p>100BASE-tx:148800pps/port</p><p>1000BASE-tx:1488000pps/port</p><p><strong>PoE connectivity standard &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p>Standard</p><p><strong>PoE port output power&nbsp;</strong></p><p>Single port output=15.4W</p><p><strong>PoE output voltage &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p>DC52V plus or minus 5&nbsp;</p><p><strong>PoE transmission line core</strong></p><p>1/2+3/6-</p><p><strong>PoE power transmission distance</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>=100M</p><p><strong>Power supply transmission medium &nbsp; &nbsp; &nbsp;</strong></p><p>10/100/1000BASE-TX: category 5 or above unshielded twisted pair</p><p><strong>Whole power</strong>&nbsp; &nbsp;</p><p>MAX:15.4W</p>";Computers Laptops & Electronics > Gadgets > Power Of Ethernet;ANCILLARY ITEMS > POWER OF ETHERNET;;;;;MICROWORLD;simple;1;visible;0
HG90A-DG;POE INJECTOR 90W;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hg90a-dg-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hg90a-dg.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hg90a-dg-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hg90a-dg-4.jpg;"<p><strong>POE INJECTOR 90W - HG90A-DG</strong></p><p>1*POE power supply port</p><p>1*1000Mbps uplink port</p><p><strong>The POE output power is 90W</strong></p><p><strong>Product description</strong></p><p>HG90A is a Standard Gigabit Ethernet PoE Adapter,</p><p>Which provides 1 Gigabit PoE port and 1 Gigabit uplink port,</p><p>Supports 1/2+, 3/6-, 4/5+, 7/8-, 52V POE Power Supply,</p><p>And is Suitable for Devices that Support 1/2+, 3/6-, 4/5+, 7/8-,</p><p>Power Supply at the Receiving end.</p><p>The Product is mainly used for POE Network Power Supply,</p><p>Suitable for Security Monitoring, Wireless Coverage, Bridge relay and other Application Scenarios.</p><p><strong>Product Parameter</strong></p><p><strong>Port:</strong></p><p>1*AC220V power input por</p><p>1*POE output port</p><p>1*LINK network input port</p><p><strong>PoE port output power:</strong>90W</p><p><strong>PoE transmission line core</strong>:1/2+?3/6-,4/5+?7/8-</p><p><strong>Whole power</strong>:=90W</p><p><strong>POE power transmission distance</strong>:=100M</p><p><strong>Network Media:</strong>10/100/1000BASE-TX: category 5 or above unshielded twisted pair</p><p><strong>Network signal distance:</strong>=100M</p><p><strong>Forwarding Rate:</strong></p><p>10BASE-T:14880PPS/port</p><p>100BASE-tx:148800pps/port</p><p>1000BASE-tx:1488000pps/port</p><p><strong>PoE Connectivity standard:</strong> Standard</p><p><strong>PoE Port output Power:</strong> Single port output=30W</p><p><strong>PoE Output Voltage:</strong>DC52V plus or minus 5&nbsp;</p><p><strong>PoE Transmission Line Core:</strong>1/2+?3/6-,4/5+?7/8-</p><p><strong>PoE Power Transmission Distance:</strong>=100M</p><p><strong>Power supply transmission medium:</strong>10/100/1000BASE-TX: category 5 or above unshielded twisted pair</p><p><strong>Whole power:</strong>&nbsp; MAX:60W</p><p><strong>&nbsp;</strong></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Gadgets > Power Of Ethernet;ANCILLARY ITEMS > POWER OF ETHERNET;;;;;MICROWORLD;simple;1;visible;0
HUB99;USB3 HUB SPLITTER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hub99.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/hub99-2.jpg;"<p><strong>USB3 HUB SPLITTER: HUB99</strong></p><p><strong>USB3.0 Port + 2 Ports USB2.0 + 1 Port USB3.0</strong></p><p><strong>Product Name</strong><strong>:&nbsp;</strong>3 in 1 USB C HUB</p><p><strong>Hardware Interface</strong><strong>:&nbsp;</strong>USB 3.0 to USB3.0 x 1 and USB2.0 x 2</p><p><strong>Material</strong><strong>:&nbsp;</strong>ABS</p><p><strong>Color</strong><strong>:&nbsp;</strong>Black</p><p><strong>Features</strong><strong>:&nbsp;</strong>Multiport Connection ,Effortless Data Transfer, Compact and Portable ,Video Output</p><p><strong>Operating System</strong><strong>:&nbsp;</strong>Linux, Chrome OS, MacOS, Windows</p><p><br></p>";Computers Laptops & Electronics > Gadgets > Accessories;ANCILLARY ITEMS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
ICR02UF;IPAD 1 AND 2 CARD READER AND USB;;https://www.micropointsa.co.za/assets/images/products/midrand/original/icr02uf.jpg;SDHC, microSD, miniSD, Reduced Size Multimedia Card (MMC);Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
ICR03UF;CONNECTOR HDMI-IPAD;;https://www.micropointsa.co.za/assets/images/products/midrand/original/icr03uf.jpg;;Computers Laptops & Electronics > Apple > Apple Accessories;APPLE > ;;;;;URBAN;simple;1;visible;0
